"","DateTime","Date","Time","CIB-Salinity","CIE-Salinity","FBB-Salinity","FBE-Salinity","PGE-Salinity","SKB-Salinity","SKE-Salinity","WBB-Salinity","CI-Tide","FB-Tide","PG-Tide","SK-Tide","WB-Tide"
"24","2016-06-19 12:00:00",2016-06-19,"12:00:00",NA,21.1,29.6,30.1,21.9,NA,NA,27.6,-1.361375,-0.817295,-0.596458,-0.938034,6.423325
"25","2016-06-19 12:10:00",2016-06-19,"12:10:00",NA,21.2,29.5,29.9,22,NA,NA,27.6,-1.342747,-0.653567,-0.385076,-0.739924,6.716216
"26","2016-06-19 12:20:00",2016-06-19,"12:20:00",NA,21.8,29.5,29.9,22.1,NA,NA,27.6,-1.27575,-0.474761,-0.146817,-0.507322,6.997444
"27","2016-06-19 12:30:00",2016-06-19,"12:30:00",20.8,22.4,29.2,29.8,21.9,NA,NA,27.6,-1.161757,-0.281966,0.115723,-0.243016,7.264963
"28","2016-06-19 12:40:00",2016-06-19,"12:40:00",21.5,22.5,29.2,29.7,22.2,NA,NA,27.6,-1.00223,-0.076259,0.401546,0.051221,7.5168
"29","2016-06-19 12:50:00",2016-06-19,"12:50:00",21.5,22.4,29.2,29.7,22.4,NA,NA,27.6,-0.798994,0.141303,0.70781,0.373196,7.751101
"30","2016-06-19 13:00:00",2016-06-19,"13:00:00",21.2,22.5,29.5,29.8,22.6,NA,NA,27.6,-0.554115,0.369684,1.033047,0.721254,7.966161
"31","2016-06-19 13:10:00",2016-06-19,"13:10:00",21.4,22.6,29.1,29.8,22.6,NA,NA,27.5,-0.269848,0.607875,1.375884,1.091979,8.160437
"32","2016-06-19 13:20:00",2016-06-19,"13:20:00",21.5,22.6,29.2,29.7,22.6,NA,NA,27.5,0.051411,0.854893,1.733208,1.483604,8.332557
"33","2016-06-19 13:30:00",2016-06-19,"13:30:00",22.1,22.6,29.7,29.8,22.6,NA,NA,27.6,0.407163,1.109778,2.103558,1.893787,8.481318
"34","2016-06-19 13:40:00",2016-06-19,"13:40:00",22.6,22.8,29.5,30,22.6,NA,NA,27.7,0.794837,1.371593,2.485516,2.32014,8.605686
"35","2016-06-19 13:50:00",2016-06-19,"13:50:00",22.7,23,29.3,30,22.6,NA,NA,27.7,1.211807,1.639416,2.875716,2.760964,8.704803
"36","2016-06-19 14:00:00",2016-06-19,"14:00:00",22.6,23,29.4,29.9,22.6,NA,NA,27.7,1.655408,1.912338,3.273285,3.212328,8.777997
"37","2016-06-19 14:10:00",2016-06-19,"14:10:00",22.9,23.2,29.2,29.7,22.6,NA,NA,27.7,2.123723,2.189452,3.674702,3.672395,8.824804
"38","2016-06-19 14:20:00",2016-06-19,"14:20:00",22.4,23.1,29.5,29.7,22.8,NA,NA,27.6,2.612468,2.469849,4.078364,4.138554,8.845
"39","2016-06-19 14:30:00",2016-06-19,"14:30:00",22.4,23.2,29.3,29.7,22.9,NA,NA,27.6,3.119601,2.752612,4.482645,4.608904,8.838633
"40","2016-06-19 14:40:00",2016-06-19,"14:40:00",22.8,23.2,29.4,29.7,22.9,NA,NA,27.7,3.642277,3.036807,4.883893,5.079186,8.806061
"41","2016-06-19 14:50:00",2016-06-19,"14:50:00",23.1,23.3,29.4,29.8,23,NA,NA,27.7,4.177584,3.321479,5.280462,5.547413,8.74798
"42","2016-06-19 15:00:00",2016-06-19,"15:00:00",23.3,23.3,29.4,29.8,23.1,NA,NA,27.7,4.722536,3.605649,5.670704,6.010826,8.66544
"43","2016-06-19 15:10:00",2016-06-19,"15:10:00",23.5,23.3,29.4,29.8,23.1,NA,NA,27.7,5.27408,3.888306,6.051096,6.467426,8.559842
"44","2016-06-19 15:20:00",2016-06-19,"15:20:00",23.6,23.4,29.3,29.9,23.1,NA,NA,27.5,5.829089,4.168411,6.420151,6.913042,8.432911
"45","2016-06-19 15:30:00",2016-06-19,"15:30:00",23.7,23.5,29.4,30,23.1,NA,NA,27.4,6.384386,4.444897,6.776434,7.345851,8.286645
"46","2016-06-19 15:40:00",2016-06-19,"15:40:00",23.5,23.5,29.4,30,23.2,NA,NA,27.6,6.936759,4.716667,7.116914,7.763419,8.123241
"47","2016-06-19 15:50:00",2016-06-19,"15:50:00",23.4,23.5,29.3,29.7,23.3,NA,NA,27.7,7.483883,4.982604,7.441048,8.163498,7.944996
"48","2016-06-19 16:00:00",2016-06-19,"16:00:00",23.8,23.5,29.4,29.8,23.3,NA,NA,27.7,8.020776,5.241573,7.746323,8.544666,7.754203
"49","2016-06-19 16:10:00",2016-06-19,"16:10:00",24.4,23.5,29.3,30,23.4,NA,NA,27.6,8.545234,5.492434,8.032079,8.903907,7.553041
"50","2016-06-19 16:20:00",2016-06-19,"16:20:00",24.7,23.5,29.4,30,23.5,NA,NA,27.7,9.054276,5.734051,8.297782,9.240373,7.343474
"51","2016-06-19 16:30:00",2016-06-19,"16:30:00",24.8,23.5,29.2,29.9,23.5,NA,NA,27.7,9.545088,5.965302,8.54185,9.552875,7.127172
"52","2016-06-19 16:40:00",2016-06-19,"16:40:00",25,23.7,29.2,29.9,23.6,NA,NA,27.7,10.01508,6.185095,8.764286,9.840979,6.90546
"53","2016-06-19 16:50:00",2016-06-19,"16:50:00",25.2,23.8,29.1,29.7,23.7,NA,NA,27.7,10.461922,6.392384,8.965186,10.103165,6.679309
"54","2016-06-19 17:00:00",2016-06-19,"17:00:00",25.1,23.9,29.4,29.8,23.7,NA,NA,27.7,10.883585,6.58618,9.143886,10.339631,6.449373
"55","2016-06-19 17:10:00",2016-06-19,"17:10:00",24.6,24,29.2,29.9,23.7,NA,NA,27.7,11.278369,6.765572,9.301162,10.550346,6.216057
"56","2016-06-19 17:20:00",2016-06-19,"17:20:00",24.2,23.9,29.2,29.9,23.8,NA,NA,27.7,11.644924,6.929737,9.436837,10.73551,5.979643
"57","2016-06-19 17:30:00",2016-06-19,"17:30:00",24.3,24,29.1,29.4,23.3,NA,NA,27.6,11.982251,7.077962,9.551648,10.895757,5.740428
"58","2016-06-19 17:40:00",2016-06-19,"17:40:00",24.5,24,29.2,29.8,23.8,NA,NA,27.6,12.290184,7.20965,9.646278,11.031101,5.498893
"59","2016-06-19 17:50:00",2016-06-19,"17:50:00",24.5,24,29.1,29.7,23.8,NA,NA,27.6,12.567392,7.324342,9.721003,11.142465,5.255863
"60","2016-06-19 18:00:00",2016-06-19,"18:00:00",24.4,24,29.1,29.6,23.8,NA,NA,27.6,12.814392,7.42172,9.776601,11.230549,5.012658
"61","2016-06-19 18:10:00",2016-06-19,"18:10:00",24.4,24.2,29.3,29.7,23.8,NA,NA,27.5,13.031431,7.501621,9.813706,11.296161,4.771211
"62","2016-06-19 18:20:00",2016-06-19,"18:20:00",24.4,24.2,29.3,29.7,23.8,NA,NA,27.5,13.218977,7.564044,9.832757,11.339791,4.534132
"63","2016-06-19 18:30:00",2016-06-19,"18:30:00",23.6,24.3,29.2,29.8,23.8,NA,NA,27.6,13.377664,7.60915,9.83453,11.362231,4.304725
"64","2016-06-19 18:40:00",2016-06-19,"18:40:00",24,24.3,29.4,29.9,23.8,NA,NA,27.6,13.508243,7.637268,9.821257,11.364294,4.086929
"65","2016-06-19 18:50:00",2016-06-19,"18:50:00",24.1,24.2,29.5,29.8,23.8,NA,NA,27.6,13.61153,7.648891,9.793742,11.348371,3.885204
"66","2016-06-19 19:00:00",2016-06-19,"19:00:00",23.7,24.2,29.3,29.8,23.9,NA,NA,27.6,13.688363,7.644674,9.752237,11.315273,3.704351
"67","2016-06-19 19:10:00",2016-06-19,"19:10:00",23.3,24.2,29.4,29.9,23.8,NA,NA,27.7,13.739564,7.625425,9.697214,11.265512,3.549283
"68","2016-06-19 19:20:00",2016-06-19,"19:20:00",23.3,24,29.3,29.9,23.8,NA,NA,27.6,13.765931,7.592094,9.628833,11.199434,3.424775
"69","2016-06-19 19:30:00",2016-06-19,"19:30:00",23.2,24.2,29.2,29.9,23.8,NA,NA,27.6,13.767657,7.545765,9.547714,11.117448,3.335185
"70","2016-06-19 19:40:00",2016-06-19,"19:40:00",23.4,24.2,29.3,29.9,23.9,NA,NA,27.7,13.741602,7.487637,9.454044,11.019827,3.284197
"71","2016-06-19 19:50:00",2016-06-19,"19:50:00",22.9,24.2,29.2,29.8,23.9,NA,NA,27.7,13.687545,7.419008,9.348692,10.907438,3.274591
"72","2016-06-19 2:00:00",2016-06-19,"2:00:00",23.1,23.5,30,30.5,25.1,NA,NA,28,9.022991,7.026146,8.214314,9.176782,10.339035
"73","2016-06-19 2:10:00",2016-06-19,"2:10:00",23.1,23.5,30,30.5,25.2,NA,NA,27.9,9.296223,7.09779,8.353888,9.35812,10.165191
"74","2016-06-19 2:20:00",2016-06-19,"2:20:00",23.1,23.5,29.8,30.4,25.1,NA,NA,27.9,9.580957,7.163681,8.48935,9.536893,9.962571
"75","2016-06-19 2:30:00",2016-06-19,"2:30:00",22.8,23.5,29.8,30.5,25.2,NA,NA,28,9.873635,7.222795,8.619055,9.710756,9.732297
"76","2016-06-19 2:40:00",2016-06-19,"2:40:00",22.8,23.5,30,30.5,25.2,NA,NA,27.9,10.172323,7.274097,8.740692,9.877273,9.475856
"77","2016-06-19 2:50:00",2016-06-19,"2:50:00",22.9,23.5,30,30.5,25.1,NA,NA,27.9,10.472904,7.316539,8.852598,10.033715,9.19509
"78","2016-06-19 20:00:00",2016-06-19,"20:00:00",23.5,24.2,29.2,29.8,23.9,NA,NA,27.4,13.606301,7.341259,9.231978,10.780769,3.308057
"79","2016-06-19 20:10:00",2016-06-19,"20:10:00",23.5,24.2,29.2,29.8,23.9,NA,NA,27.2,13.498237,7.255832,9.105113,10.640596,3.385083
"80","2016-06-19 20:20:00",2016-06-19,"20:20:00",23.2,24.2,29.2,29.9,23.9,NA,NA,27.4,13.364147,7.164211,8.968878,10.487586,3.504906
"81","2016-06-19 20:30:00",2016-06-19,"20:30:00",23.1,24.2,29.2,29.9,23.9,NA,NA,27.3,13.204785,7.067898,8.824159,10.323382,3.66555
"82","2016-06-19 20:40:00",2016-06-19,"20:40:00",22.5,24.2,29.4,30,24,NA,NA,27.5,13.021374,6.968396,8.672746,10.149042,3.863933
"83","2016-06-19 20:50:00",2016-06-19,"20:50:00",22.6,24.2,29.5,30,24,NA,NA,27.5,12.814362,6.867188,8.515594,9.966067,4.096043
"84","2016-06-19 21:00:00",2016-06-19,"21:00:00",22.8,24.2,29.4,30,24,NA,NA,27.5,12.585345,6.765713,8.354837,9.775815,4.357165
"85","2016-06-19 21:10:00",2016-06-19,"21:10:00",23.1,24.2,29.4,29.9,24,NA,NA,27.6,12.33634,6.665355,8.191662,9.580802,4.642136
"86","2016-06-19 21:20:00",2016-06-19,"21:20:00",23.5,24.2,29.2,29.8,24,NA,NA,27.5,12.068374,6.567418,8.028437,9.382714,4.945618
"87","2016-06-19 21:30:00",2016-06-19,"21:30:00",23.6,24.2,29.2,29.8,24,NA,NA,27.5,11.784054,6.473119,7.866759,9.183673,5.262358
"88","2016-06-19 21:40:00",2016-06-19,"21:40:00",23.5,24.2,29.3,29.9,24,NA,NA,27.4,11.4859,6.383571,7.708252,8.985541,5.587421
"89","2016-06-19 21:50:00",2016-06-19,"21:50:00",23.3,24.2,29.3,30,24,NA,NA,27.5,11.177274,6.299772,7.555316,8.79123,5.916382
"90","2016-06-19 22:00:00",2016-06-19,"22:00:00",23.2,24.2,29.3,30.1,24,NA,NA,27.4,10.860235,6.222601,7.409239,8.602614,6.245453
"91","2016-06-19 22:10:00",2016-06-19,"22:10:00",23.2,24.2,29.3,30.1,24.1,NA,NA,27.4,10.538651,6.15281,7.272203,8.421847,6.571557
"92","2016-06-19 22:20:00",2016-06-19,"22:20:00",23.1,24.2,29.2,30.1,24.1,NA,NA,27.4,10.216057,6.09102,7.1453,8.250688,6.892337
"93","2016-06-19 22:30:00",2016-06-19,"22:30:00",22.8,24.2,29.3,30,24,NA,NA,27.4,9.896641,6.037726,7.03033,8.091617,7.206104
"94","2016-06-19 22:40:00",2016-06-19,"22:40:00",23.1,24.2,29.2,30.1,24.1,NA,NA,27.4,9.583005,5.99329,6.928081,7.94603,7.511746
"95","2016-06-19 22:50:00",2016-06-19,"22:50:00",23.1,24.2,29.3,30.1,24.1,NA,NA,27.4,9.279348,5.957956,6.839849,7.8154,7.808593
"96","2016-06-19 23:00:00",2016-06-19,"23:00:00",23.1,24.2,29.2,30.1,24.1,NA,NA,27.4,8.989683,5.931845,6.766175,7.700775,8.096272
"97","2016-06-19 23:10:00",2016-06-19,"23:10:00",23.1,24.2,29.2,30.1,24.2,NA,NA,27.4,8.716359,5.914968,6.707462,7.603511,8.374553
"98","2016-06-19 23:20:00",2016-06-19,"23:20:00",22.9,24.2,29.3,30.1,24.2,NA,NA,27.4,8.462946,5.907236,6.664174,7.524092,8.643212
"99","2016-06-19 23:30:00",2016-06-19,"23:30:00",22.9,24.2,29.2,30,24.1,NA,NA,27.4,8.232181,5.908462,6.636214,7.462944,8.901908
"100","2016-06-19 23:40:00",2016-06-19,"23:40:00",22.8,24.2,29.3,30,24.2,NA,NA,27.4,8.02674,5.918378,6.623529,7.420181,9.150103
"101","2016-06-19 23:50:00",2016-06-19,"23:50:00",22.9,24.2,29.2,30,24.1,NA,NA,27.4,7.847853,5.936641,6.625827,7.395878,9.387008
"102","2016-06-19 3:00:00",2016-06-19,"3:00:00",22.8,23.5,29.9,30.5,25.1,NA,NA,27.9,10.772955,7.34907,8.952933,10.178102,8.892149
"103","2016-06-19 3:10:00",2016-06-19,"3:10:00",22.9,23.5,30,30.4,25.2,NA,NA,28,11.067872,7.370644,9.040062,10.307729,8.569431
"104","2016-06-19 3:20:00",2016-06-19,"3:20:00",23.1,23.5,30,30.4,25.1,NA,NA,28,11.354336,7.380226,9.112048,10.420251,8.229485
"105","2016-06-19 3:30:00",2016-06-19,"3:30:00",23.2,23.5,30,30.4,25.1,NA,NA,28,11.628835,7.376806,9.167546,10.513471,7.874915
"106","2016-06-19 3:40:00",2016-06-19,"3:40:00",23.1,23.6,29.8,30.5,25.2,NA,NA,28,11.886444,7.359406,9.205232,10.585392,7.508262
"107","2016-06-19 3:50:00",2016-06-19,"3:50:00",23.1,23.5,29.9,30.5,25.1,NA,NA,28,12.12397,7.327098,9.224001,10.634251,7.131897
"108","2016-06-19 4:00:00",2016-06-19,"4:00:00",23.3,23.6,30,30.4,25.1,NA,NA,28,12.336691,7.279016,9.222632,10.658558,6.74793
"109","2016-06-19 4:10:00",2016-06-19,"4:10:00",23.1,23.6,30,30.5,25.1,NA,NA,28,12.52151,7.214372,9.199149,10.65735,6.358143
"110","2016-06-19 4:20:00",2016-06-19,"4:20:00",23.1,23.6,30,30.5,25.1,NA,NA,28,12.674285,7.132468,9.152978,10.630988,5.963958
"111","2016-06-19 4:30:00",2016-06-19,"4:30:00",23.1,23.6,29.9,30.5,25.2,NA,NA,28,12.792287,7.032717,9.083715,10.579001,5.566449
"112","2016-06-19 4:40:00",2016-06-19,"4:40:00",23.2,23.7,30,30.5,25.1,NA,NA,27.9,12.872291,6.914654,8.991557,10.501283,5.166398
"113","2016-06-19 4:50:00",2016-06-19,"4:50:00",23.3,23.5,29.7,30.5,25.2,NA,NA,27.9,12.912151,6.777953,8.876569,10.397719,4.764392
"114","2016-06-19 5:00:00",2016-06-19,"5:00:00",23.1,23.5,29.8,30.5,25,NA,NA,27.8,12.911825,6.62244,8.738834,10.268238,4.360959
"115","2016-06-19 5:10:00",2016-06-19,"5:10:00",23.3,23.3,29.5,30.3,25.1,NA,NA,27.7,12.880019,6.448106,8.579294,10.113641,3.956721
"116","2016-06-19 5:20:00",2016-06-19,"5:20:00",23.6,23.3,29.5,30.3,25.2,NA,NA,27.7,12.81752,6.255117,8.398333,9.933924,3.552563
"117","2016-06-19 5:30:00",2016-06-19,"5:30:00",23.8,23.3,29.7,30.3,25.1,NA,NA,27.7,12.723777,6.043825,8.196285,9.730353,3.149795
"118","2016-06-19 5:40:00",2016-06-19,"5:40:00",24,23.3,29.9,30.2,25.1,NA,NA,27.6,12.599056,5.81477,7.974588,9.502995,2.750281
"119","2016-06-19 5:50:00",2016-06-19,"5:50:00",24,23.3,29.9,30.2,25.1,NA,NA,27.5,12.443148,5.568686,7.733728,9.253458,2.35654
"120","2016-06-19 6:00:00",2016-06-19,"6:00:00",24,23.6,29.9,30.3,25.2,NA,NA,27.4,12.257025,5.306503,7.474099,8.98179,1.971782
"121","2016-06-19 6:10:00",2016-06-19,"6:10:00",24,23.5,30,30.3,25,NA,NA,27.2,12.040697,5.029341,7.19745,8.689848,1.599893
"122","2016-06-19 6:20:00",2016-06-19,"6:20:00",24,23.5,30,30.4,25,NA,NA,27.2,11.795697,4.738507,6.904266,8.378158,1.245345
"123","2016-06-19 6:30:00",2016-06-19,"6:30:00",24,23.5,30,30.5,25,NA,NA,26.7,11.522121,4.435484,6.594957,8.047141,0.913045
"124","2016-06-19 6:40:00",2016-06-19,"6:40:00",24.2,23.5,29.9,30.5,25.2,NA,NA,NA,11.221384,4.121921,6.271557,7.698964,0.608138
"125","2016-06-19 6:50:00",2016-06-19,"6:50:00",24.4,23.5,29.8,30.5,25.1,NA,NA,NA,10.89515,3.799617,5.934619,7.333537,0.335757
"126","2016-06-19 7:00:00",2016-06-19,"7:00:00",24.2,23.5,29.6,30.4,25,NA,NA,NA,10.543454,3.470503,5.584695,6.953266,0.100761
"127","2016-06-19 7:10:00",2016-06-19,"7:10:00",24.2,23.5,29.8,30.5,25,NA,NA,NA,10.168662,3.136621,5.224228,6.558116,-0.092535
"128","2016-06-19 7:20:00",2016-06-19,"7:20:00",24.3,23.5,29.8,30.5,25.1,NA,NA,NA,9.770728,2.800105,4.854041,6.150807,-0.240607
"129","2016-06-19 7:30:00",2016-06-19,"7:30:00",24,23.4,29.9,30.5,25,NA,NA,NA,9.352262,2.463151,4.47505,5.7322,-0.340931
"130","2016-06-19 7:40:00",2016-06-19,"7:40:00",23.8,23.5,29.7,30.5,25.1,NA,NA,NA,8.913184,2.127996,4.090268,5.303247,-0.392131
"131","2016-06-19 7:50:00",2016-06-19,"7:50:00",23.5,23.5,29.7,30.5,25,NA,NA,NA,8.455612,1.796888,3.700334,4.867289,-0.394061
"132","2016-06-19 8:00:00",2016-06-19,"8:00:00",23.5,23.4,29.7,30.5,25,NA,NA,NA,7.981906,1.472062,3.308683,4.424934,-0.347811
"133","2016-06-19 8:10:00",2016-06-19,"8:10:00",23.6,23.4,29.8,30.5,25,NA,NA,NA,7.492156,1.155713,2.916972,3.979987,-0.255631
"134","2016-06-19 8:20:00",2016-06-19,"8:20:00",23.5,23.4,29.5,30.2,25,NA,NA,NA,6.989888,0.849965,2.527042,3.533451,-0.120792
"135","2016-06-19 8:30:00",2016-06-19,"8:30:00",23.1,23.4,29.7,30.2,25,NA,NA,NA,6.475488,0.556854,2.142853,3.089558,0.052617
"136","2016-06-19 8:40:00",2016-06-19,"8:40:00",22.8,23.4,29.6,30.3,24.8,NA,NA,NA,5.953012,0.278297,1.76652,2.649696,0.259927
"137","2016-06-19 8:50:00",2016-06-19,"8:50:00",22.4,23.4,29.7,30.4,24.9,NA,NA,NA,5.423266,0.016076,1.400299,2.218408,0.496161
"138","2016-06-19 9:00:00",2016-06-19,"9:00:00",22.2,23.3,29.7,30.3,24.8,NA,NA,NA,4.88997,-0.228182,1.048327,1.79809,0.75629
"139","2016-06-19 9:10:00",2016-06-19,"9:10:00",22.1,23.3,29.8,30.3,24.7,NA,NA,26.4,4.357123,-0.453025,0.712872,1.391279,1.035483
"140","2016-06-19 9:20:00",2016-06-19,"9:20:00",21.8,23.1,29.8,30.3,24.8,NA,NA,27.1,3.826259,-0.657184,0.396251,1.002587,1.329315
"141","2016-06-19 9:30:00",2016-06-19,"9:30:00",21.8,23.1,29.7,30.2,24.8,NA,NA,27.3,3.302716,-0.839583,0.102247,0.633878,1.633921
"142","2016-06-19 9:40:00",2016-06-19,"9:40:00",21.6,23,29.7,30.2,24.7,NA,NA,27.4,2.78845,-0.999348,-0.167148,0.289481,1.946094
"143","2016-06-19 9:50:00",2016-06-19,"9:50:00",21.6,23.1,29.5,30.2,24.7,NA,NA,27.4,2.289043,-1.135811,-0.409994,-0.028862,2.263322
"144","2016-06-20 0:10:00",2016-06-20,"0:10:00",22.8,24.2,29.3,30,24.2,NA,NA,27.4,7.576351,5.996523,6.6742,7.402397,9.822487
"145","2016-06-20 0:20:00",2016-06-20,"0:20:00",22.8,24.2,29.2,30.1,24.1,NA,NA,27.3,7.485493,6.037169,6.71889,7.434096,10.01826
"146","2016-06-20 0:30:00",2016-06-20,"0:30:00",23,24.2,29.3,30,24.2,NA,NA,27.3,7.424665,6.084232,6.776202,7.483765,10.197246
"147","2016-06-20 0:40:00",2016-06-20,"0:40:00",22.8,24,29.2,30,24.1,NA,NA,27.4,7.393828,6.137128,6.845396,7.550405,10.357733
"148","2016-06-20 0:50:00",2016-06-20,"0:50:00",23,24.1,29.2,30,24.2,NA,NA,27.3,7.392813,6.195245,6.925345,7.632898,10.49801
"149","2016-06-20 1:00:00",2016-06-20,"1:00:00",22.8,24.2,29.2,30,24.2,NA,NA,27.3,7.423736,6.257944,7.015387,7.730233,10.616426
"150","2016-06-20 1:10:00",2016-06-20,"1:10:00",23.1,24.1,29.2,30,24.2,NA,NA,27.4,7.485784,6.324566,7.114286,7.840881,10.711445
"151","2016-06-20 1:20:00",2016-06-20,"1:20:00",23.4,24.1,29.2,30,24.2,NA,NA,27.3,7.577584,6.394425,7.221227,7.963746,10.781673
"152","2016-06-20 1:30:00",2016-06-20,"1:30:00",23.5,24.2,29.2,30,24.2,NA,NA,27.3,7.697302,6.466815,7.335423,8.097564,10.825887
"153","2016-06-20 1:40:00",2016-06-20,"1:40:00",24,24.1,29.2,30,24.2,NA,NA,27.3,7.843056,6.541006,7.455488,8.241284,10.843036
"154","2016-06-20 1:50:00",2016-06-20,"1:50:00",23.2,24.1,29.2,29.9,24.2,NA,NA,27.3,8.01258,6.616238,7.580759,8.393113,10.832244
"155","2016-06-20 10:00:00",2016-06-20,"10:00:00",22.6,23.8,28.9,30,24,NA,NA,27.2,3.293523,-1.080324,-0.055948,0.495746,1.129104
"156","2016-06-20 10:10:00",2016-06-20,"10:10:00",21.7,23.6,28.9,30,24.1,NA,NA,27.3,2.764941,-1.254435,-0.348808,0.126546,1.471885
"157","2016-06-20 10:20:00",2016-06-20,"10:20:00",21.9,23.5,28.9,30,24,NA,NA,27.3,2.248591,-1.404281,-0.615597,-0.216956,1.823448
"158","2016-06-20 10:30:00",2016-06-20,"10:30:00",21.8,23.3,28.7,30,NA,NA,NA,27.3,1.746592,-1.529303,-0.854219,-0.532872,2.180168
"159","2016-06-20 10:40:00",2016-06-20,"10:40:00",21.9,23.3,28.7,30,NA,NA,NA,27.4,1.264588,-1.629162,-1.061649,-0.817278,2.539147
"160","2016-06-20 10:50:00",2016-06-20,"10:50:00",21.9,23.1,28.7,29.7,NA,NA,NA,27.4,0.804936,-1.703725,-1.236399,-1.068548,2.898197
"161","2016-06-20 11:00:00",2016-06-20,"11:00:00",21.7,23.1,28.6,29.8,NA,NA,NA,27.4,0.373122,-1.753057,-1.3771,-1.283552,3.255768
"162","2016-06-20 11:10:00",2016-06-20,"11:10:00",22.2,22.8,28.7,29.7,NA,NA,NA,27.4,-0.028486,-1.777412,-1.482067,-1.460829,3.610837
"163","2016-06-20 11:20:00",2016-06-20,"11:20:00",21.9,22.6,28.6,29.9,NA,NA,NA,27.2,-0.395492,-1.777209,-1.550737,-1.599051,3.962765
"164","2016-06-20 11:30:00",2016-06-20,"11:30:00",21.6,22.5,28.5,29.7,NA,NA,NA,27.3,-0.723997,-1.753023,-1.582696,-1.696632,4.311149
