Sample	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
zr3644_17_R1_val_1		19.56277063090701	19.0	105.09927264657856	9.090909090909092	58307693.0
zr3644_17_R2	0.4270484825376109					
zr3644_17_R2_val_2		20.457654212087576	19.0	105.09014445143627	18.181818181818183	58307693.0
zr3644_18_R1	0.4339227729273332					
zr3644_18_R1_val_1		17.955852402643117	18.0	105.15906317569821	9.090909090909092	51713176.0
zr3644_18_R2	0.430534185332463					
zr3644_18_R2_val_2		17.686955575804504	19.0	105.14595595520956	18.181818181818183	51713176.0
zr3644_19_R1	0.43266661768740394					
zr3644_19_R1_val_1		17.0380699772266	18.0	105.38893302414883	9.090909090909092	49363404.0
zr3644_19_R2	0.43132165957093943					
zr3644_19_R2_val_2		16.980873055224976	19.0	105.3596828938296	18.181818181818183	49363404.0
zr3644_1_R1	0.42916500783030154					
zr3644_1_R1_val_1		20.068828740379118	19.0	104.8665276637616	9.090909090909092	51950473.0
zr3644_1_R2	0.4440425560012202					
zr3644_1_R2_val_2		19.103174819450274	19.0	104.84840940716748	18.181818181818183	51950473.0
zr3644_20_R1	0.4730740865939905					
zr3644_20_R1_val_1		16.210123485778666	18.0	106.24473848956391	9.090909090909092	54084897.0
zr3644_20_R2	0.42123745010413505					
zr3644_20_R2_val_2		18.813479982160246	18.0	106.26221394116735	18.181818181818183	54084897.0
zr3644_21_R1	0.4430116705860764					
zr3644_21_R1_val_1		17.091465208601264	18.0	105.98711662917262	9.090909090909092	51112555.0
zr3644_21_R2	0.42695814731724446					
zr3644_21_R2_val_2		17.772917129843066	18.0	105.98858174865256	18.181818181818183	51112555.0
zr3644_22_R1	0.4368457810215282					
zr3644_22_R1_val_1		18.010704194013613	18.0	105.61500274634888	9.090909090909092	47725182.0
zr3644_22_R2	0.43502539963077813					
zr3644_22_R2_val_2		18.03412948201371	19.0	105.58502574175621	18.181818181818183	47725182.0
zr3644_23_R1	0.43817289634531736					
zr3644_23_R1_val_1		16.259683146383182	18.0	105.06931862020052	9.090909090909092	40539021.0
zr3644_23_R2	0.43328290737629627					
zr3644_23_R2_val_2		17.022455221964833	19.0	105.04906184093592	18.181818181818183	40539021.0
zr3644_24_R1	0.4397247369579644					
zr3644_24_R1_val_1		17.57372916550527	18.0	105.77114157626285	9.090909090909092	52922544.0
zr3644_24_R2	0.43286558926722407					
zr3644_24_R2_val_2		18.51475901344675	18.0	105.76369049832525	18.181818181818183	52922544.0
zr3644_2_R1	0.433764906938224					
zr3644_2_R1_val_1		19.722802481588502	18.0	106.82682841513932	9.090909090909092	55664369.0
zr3644_2_R2	0.43628425613311045					
zr3644_2_R2_val_2		19.386817060950207	18.0	106.77371954041193	18.181818181818183	55664369.0
zr3644_3_R1	0.43963123186682795					
zr3644_3_R1_val_1		16.05340564829376	18.0	105.91236303864912	9.090909090909092	39446621.0
zr3644_3_R2	0.43427617632815096					
zr3644_3_R2_val_2		15.897735359289882	18.0	105.90020894311834	18.181818181818183	39446621.0
zr3644_4_R1	0.44424243008059927					
zr3644_4_R1_val_1		17.114485189009073	18.0	105.81259274188872	9.090909090909092	50012460.0
zr3644_4_R2	0.4275129459786842					
zr3644_4_R2_val_2		17.83576537171332	18.0	105.78734295413582	18.181818181818183	50012460.0
zr3644_5_R1	0.4557977149559191					
zr3644_5_R1_val_1		15.961930390281992	18.0	106.07922129310371	9.090909090909092	44694095.0
zr3644_5_R2	0.4255641950470139					
zr3644_5_R2_val_2		17.077020192890586	18.0	106.09307990238979	18.181818181818183	44694095.0
zr3644_6_R1	0.43879661439962914					
zr3644_6_R1_val_1		17.345487675632327	18.0	105.80153756623956	9.090909090909092	54032664.0
zr3644_6_R2	0.4296728474537841					
zr3644_6_R2_val_2		18.401971069878925	19.0	105.79791046393714	18.181818181818183	54032664.0
zr3644_7_R1	0.43303202681505387					
zr3644_7_R1_val_1		18.938264845647694	18.0	106.13234753884262	9.090909090909092	82575967.0
zr3644_7_R2	0.43421241987628056					
zr3644_7_R2_val_2		19.19313098667513	18.0	106.09587750876717	18.181818181818183	82575967.0
zr3644_8_R1	0.43458307650571465					
zr3644_8_R1_val_1		16.827866865309915	18.0	105.5093570917458	9.090909090909092	42944059.0
zr3644_8_R2	0.43710329785029917					
zr3644_8_R2_val_2		16.658155932408505	19.0	105.48728470217499	18.181818181818183	42944059.0
zr3644_9_R1	0.43343354799251943					
zr3644_9_R1_val_1		18.929726257675824	19.0	103.34075247079328	9.090909090909092	48759846.0
zr3644_9_R2	0.43580887342188657					
zr3644_9_R2_val_2		18.888289057410475	20.0	103.32738237114202	18.181818181818183	48759846.0
