Date,Time,CI-Tide,FB-Tide,PG-Tide,SK-Tide,WB-Tide,,
6/1/16,6:00,8.75862,3.049057,4.079188,5.240633,1.758904,,
6/1/16,6:10,8.239353,2.785579,3.723061,4.821597,2.014503,,
6/1/16,6:20,7.714981,2.53507,3.376892,4.410567,2.286769,,
6/1/16,6:30,7.18667,2.299092,3.044481,4.010491,2.57087,,
6/1/16,6:40,6.659369,2.079047,2.727809,3.623677,2.862518,,
6/1/16,6:50,6.135547,1.876171,2.42934,3.254354,3.158106,,
6/1/16,7:00,5.617866,1.691522,2.150934,2.904655,3.454783,,
6/1/16,7:10,5.111722,1.525974,1.895636,2.577231,3.75046,,
6/1/16,7:20,4.619118,1.380209,1.664826,2.274035,4.043762,,
6/1/16,7:30,4.14542,1.254724,1.4601,1.998298,4.333928,,
6/1/16,7:40,3.692665,1.149824,1.282485,1.751391,4.620673,,
6/1/16,7:50,3.265867,1.065636,1.133571,1.534907,4.90403,,
6/1/16,8:00,2.867515,1.002106,1.013718,1.349816,5.184181,,
6/1/16,8:10,2.500018,0.95902,0.923297,1.197663,5.461308,,
6/1/16,8:20,2.167294,0.936004,0.862304,1.078672,5.735458,,
6/1/16,8:30,1.870527,0.932549,0.830745,0.993076,6.006435,,
6/1/16,8:40,1.612618,0.948014,0.828135,0.940794,6.273744,,
6/1/16,8:50,1.394166,0.981653,0.854611,0.921445,6.536556,,
6/1/16,9:00,1.216941,1.032622,0.909565,0.935713,6.793718,,
6/1/16,9:10,1.081137,1.1,0.991727,0.984307,7.043789,,
6/1/16,9:20,0.98681,1.182805,1.099943,1.06602,7.285096,,
6/1/16,9:30,0.934069,1.280006,1.233122,1.179658,7.515804,,
6/1/16,9:40,0.92221,1.390544,1.389416,1.323301,7.733986,,
6/1/16,9:50,0.952179,1.513337,1.567552,1.495448,7.937694,,
6/1/16,10:00,1.023428,1.647299,1.766012,1.694698,8.125011,,
6/1/16,10:10,1.134649,1.791346,1.983607,1.918592,8.294102,,
6/1/16,10:20,1.283734,1.944405,2.218016,2.165567,8.443238,,
6/1/16,10:30,1.469258,2.105423,2.467938,2.434164,8.570822,,
6/1/16,10:40,1.688582,2.273367,2.732118,2.721542,8.675395,,
6/1/16,10:50,1.940293,2.44723,3.007927,3.026094,8.755648,,
6/1/16,11:00,2.221367,2.626033,3.293959,3.346258,8.810436,,
6/1/16,11:10,2.530459,2.80882,3.588309,3.678812,8.838789,,
6/1/16,11:20,2.864234,2.99466,3.88949,4.021997,8.839945,,
6/1/16,11:30,3.221399,3.182643,4.194439,4.374023,8.81338,,
6/1/16,11:40,3.598321,3.371874,4.501504,4.731276,8.758851,,
6/1/16,11:50,3.993688,3.561472,4.808986,5.09176,8.676444,,
6/1/16,12:00,4.403556,3.750562,5.113624,5.453421,8.56661,,
6/1/16,12:10,4.826506,3.938275,5.41366,5.81238,8.4302,,
6/1/16,12:20,5.258275,4.123737,5.706845,6.166495,8.268478,,
6/1/16,12:30,5.697277,4.306074,5.991437,6.513601,8.083115,,
6/1/16,12:40,6.138967,4.484403,6.26438,6.849894,7.876152,,
6/1/16,12:50,6.581589,4.657836,6.52416,7.173368,7.64994,,
6/1/16,13:00,7.020427,4.825476,6.769336,7.482076,7.407054,,
6/1/16,13:10,7.453622,4.986423,6.997459,7.772766,7.15019,,
6/1/16,13:20,7.876476,5.139778,7.207531,8.043934,6.882044,,
6/1/16,13:30,8.287157,5.284643,7.398378,8.29422,6.605202,,
6/1/16,13:40,8.68123,5.420136,7.569345,8.52135,6.322028,,
6/1/16,13:50,9.057068,5.545395,7.719212,8.724604,6.03459,,
6/1/16,14:00,9.410757,5.659591,7.847874,8.903423,5.744607,,
6/1/16,14:10,9.741049,5.761935,7.95533,9.05671,5.453441,,
6/1/16,14:20,10.044781,5.851698,8.041289,9.184561,5.162139,,
6/1/16,14:30,10.321218,5.928219,8.106199,9.287178,4.871503,,
6/1/16,14:40,10.5681,5.990919,8.150535,9.364523,4.582216,,
6/1/16,14:50,10.785262,6.039317,8.174694,9.417278,4.29498,,
6/1/16,15:00,10.971393,6.073043,8.179447,9.446123,4.010675,,
6/1/16,15:10,11.126631,6.091848,8.166591,9.45181,3.730513,,
6/1/16,15:20,11.251235,6.095617,8.137179,9.436895,3.456176,,
6/1/16,15:30,11.345162,6.08438,8.091861,9.402792,3.189912,,
6/1/16,15:40,11.409324,6.058317,8.031383,9.350238,2.934589,,
6/1/16,15:50,11.4443,6.017765,7.95615,9.280088,2.693683,,
6/1/16,16:00,11.451082,5.963224,7.866838,9.192797,2.471209,,
6/1/16,16:10,11.429732,5.895353,7.764201,9.089142,2.271583,,
6/1/16,16:20,11.380971,5.814972,7.648458,8.969774,2.099439,,
6/1/16,16:30,11.305858,5.723054,7.520353,8.83534,1.959395,,
6/1/16,16:40,11.205431,5.620718,7.380751,8.686765,1.855799,,
6/1/16,16:50,11.080694,5.50922,7.229863,8.524239,1.792469,,
6/1/16,17:00,10.932614,5.389938,7.068691,8.348773,1.772451,,
6/1/16,17:10,10.762127,5.264359,6.898422,8.161231,1.797812,,
6/1/16,17:20,10.570166,5.134056,6.719515,7.962956,1.869492,,
6/1/16,17:30,10.357685,5.000675,6.533443,7.754413,1.987216,,
6/1/16,17:40,10.125288,4.865908,6.341901,7.537256,2.14949,,
6/1/16,17:50,9.874883,4.731475,6.145784,7.313,2.353666,,
6/1/16,18:00,9.607355,4.599099,5.947131,7.08336,2.596085,,
6/1/16,18:10,9.324159,4.470484,5.747822,6.850649,2.872274,,
6/1/16,18:20,9.026977,4.34729,5.550215,6.616166,3.177187,,
6/1/16,18:30,8.717749,4.231115,5.355776,6.382573,3.505479,,
6/1/16,18:40,8.398698,4.123471,5.167059,6.152276,3.851768,,
6/1/16,18:50,8.072337,4.025766,4.986613,5.92816,4.210894,,
6/1/16,19:00,7.741464,3.939286,4.816072,5.712014,4.578132,,
6/1/16,19:10,7.409148,3.865179,4.65794,5.506801,4.949362,,
6/1/16,19:20,7.078693,3.804446,4.514537,5.315051,5.32117,,
6/1/16,19:30,6.753596,3.757929,4.387321,5.139485,5.690893,,
6/1/16,19:40,6.436963,3.7263,4.278305,4.981786,6.0566,,
6/1/16,19:50,6.133577,3.710064,4.18916,4.844367,6.41701,,
6/1/16,20:00,5.846592,3.709554,4.120871,4.729092,6.771381,,
6/1/16,20:10,5.579633,3.724931,4.074624,4.637557,7.119354,,
6/1/16,20:20,5.336166,3.756193,4.05118,4.571156,7.460795,,
6/1/16,20:30,5.119434,3.803176,4.051108,4.530652,7.795631,,
6/1/16,20:40,4.932382,3.865567,4.075778,4.516855,8.123712,,
6/1/16,20:50,4.777604,3.942913,4.125375,4.531682,8.444686,,
6/1/16,21:00,4.657292,4.034633,4.199506,4.576768,8.757925,,
6/1/16,21:10,4.573206,4.140031,4.297548,4.65181,9.062476,,
6/1/16,21:20,4.526649,4.258314,4.418446,4.756376,9.357058,,
6/1/16,21:30,4.518495,4.388598,4.561578,4.889211,9.640081,,
6/1/16,21:40,4.549765,4.529932,4.725589,5.049302,9.909705,,
6/1/16,21:50,4.620766,4.681304,4.909183,5.235606,10.163902,,
6/1/16,22:00,4.730748,4.841661,5.110618,5.445983,10.400532,,
6/1/16,22:10,4.878872,5.009913,5.32909,5.679047,10.61742,,
6/1/16,22:20,5.06386,5.184954,5.562746,5.933455,10.812421,,
6/1/16,22:30,5.28413,5.36566,5.809997,6.206523,10.983472,,
6/1/16,22:40,5.537849,5.550905,6.068769,6.497206,11.128637,,
6/1/16,22:50,5.823468,5.739566,6.338226,6.802568,11.24613,,
6/1/16,23:00,6.137849,5.930522,6.616202,7.121013,11.334336,,
6/1/16,23:10,6.479103,6.122661,6.900408,7.450962,11.391819,,
6/1/16,23:20,6.844798,6.314881,7.189896,7.789139,11.417333,,
6/1/16,23:30,7.232412,6.506088,7.482232,8.13378,11.409837,,
6/1/16,23:40,7.639344,6.695194,7.77536,8.483064,11.368517,,
6/1/16,23:50,8.063614,6.881116,8.066661,8.833359,11.292811,,
6/2/16,0:00,8.501051,7.062773,8.354878,9.183194,11.182454,,
6/2/16,0:10,8.949457,7.239084,8.637238,9.528725,11.03751,,
6/2/16,0:20,9.405833,7.408961,8.9114,9.867728,10.858424,,
6/2/16,0:30,9.867053,7.571309,9.174572,10.197867,10.646049,,
6/2/16,0:40,10.329853,7.725027,9.42526,10.515165,10.401672,,
6/2/16,0:50,10.791584,7.869003,9.660695,10.817263,10.127014,,
6/2/16,1:00,11.2472,8.002114,9.878626,11.101741,9.824206,,
6/2/16,1:10,11.693814,8.123235,10.07661,11.364898,9.495742,,
6/2/16,1:20,12.127699,8.231237,10.253324,11.60494,9.1444,,
6/2/16,1:30,12.54508,8.324994,10.406635,11.818635,8.773143,,
6/2/16,1:40,12.942185,8.403394,10.53498,12.004174,8.385009,,
6/2/16,1:50,13.3153,8.465346,10.636899,12.159844,7.982985,,
6/2/16,2:00,13.661371,8.509796,10.711684,12.283502,7.569899,,
6/2/16,2:10,13.975847,8.535734,10.758379,12.374127,7.148318,,
6/2/16,2:20,14.25615,8.542217,10.776492,12.43083,6.720485,,
6/2/16,2:30,14.499417,8.528379,10.765919,12.452822,6.288285,,
6/2/16,2:40,14.703143,8.493452,10.726861,12.440927,5.853259,,
6/2/16,2:50,14.86522,8.436782,10.659594,12.39692,5.41666,,
6/2/16,3:00,14.98413,8.357848,10.5644,12.321125,4.979555,,
6/2/16,3:10,15.058256,8.256277,10.442229,12.213845,4.542949,,
6/2/16,3:20,15.087048,8.131863,10.293713,12.076142,4.107945,,
6/2/16,3:30,15.072616,7.984581,10.119724,11.908708,3.675899,,
6/2/16,3:40,15.01894,7.814598,9.920853,11.712147,3.248571,,
6/2/16,3:50,14.926624,7.622288,9.698769,11.48818,2.828242,,
6/2/16,4:00,14.795988,7.408236,9.454186,11.237603,2.417798,,
6/2/16,4:10,14.628331,7.173246,9.187681,10.961557,2.020747,,
6/2/16,4:20,14.424136,6.918339,8.901208,10.660672,1.641187,,
6/2/16,4:30,14.185278,6.644757,8.595405,10.337147,1.283702,,
6/2/16,4:40,13.912246,6.353952,8.271361,9.991676,0.9532,,
6/2/16,4:50,13.607323,6.047577,7.929612,9.624828,0.654701,,
6/2/16,5:00,13.270883,5.727479,7.572491,9.239095,0.393097,,
6/2/16,5:10,12.905489,5.395675,7.200699,8.835174,0.172885,,
6/2/16,5:20,12.511351,5.054337,6.814949,8.413723,-0.002084,,
6/2/16,5:30,12.091258,4.705767,6.418042,7.977677,-0.128837,,
6/2/16,5:40,11.646052,4.352371,6.011001,7.527974,-0.205462,,
6/2/16,5:50,11.17645,3.996634,5.595662,7.065626,-0.231232,,
6/2/16,6:00,10.68565,3.641087,5.173338,6.594208,-0.20665,,
6/2/16,6:10,10.17371,3.288278,4.747673,6.115147,-0.133434,,
6/2/16,6:20,9.64422,2.940743,4.320379,5.630862,-0.014406,,
6/2/16,6:30,9.097429,2.600969,3.893337,5.143158,0.146669,,
6/2/16,6:40,8.537435,2.271368,3.470742,4.656533,0.345303,,
6/2/16,6:50,7.964835,1.954247,3.054759,4.173182,0.576539,,
6/2/16,7:00,7.384307,1.651781,2.648365,3.695471,0.835221,,
6/2/16,7:10,6.796904,1.365983,2.253927,3.228318,1.116254,,
6/2/16,7:20,6.207883,1.098688,1.87579,2.774253,1.414842,,
6/2/16,7:30,5.618784,0.851532,1.516231,2.335912,1.726677,,
6/2/16,7:40,5.035339,0.625933,1.177541,1.918108,2.048078,,
6/2/16,7:50,4.459508,0.423084,0.863532,1.523293,2.376065,,
6/2/16,8:00,3.897289,0.243942,0.576071,1.154516,2.70837,,
6/2/16,8:10,3.350913,0.089226,0.316942,0.814056,3.04339,,
6/2/16,8:20,2.826348,-0.040581,0.088915,0.505635,3.380089,,
6/2/16,8:30,2.325881,-0.145233,-0.106899,0.230899,3.717862,,
6/2/16,8:40,1.85511,-0.224707,-0.269272,-0.008626,4.056383,,
6/2/16,8:50,1.41685,-0.279195,-0.397512,-0.21059,4.395439,,
6/2/16,9:00,1.013853,-0.309089,-0.490664,-0.374282,4.734784,,
6/2/16,9:10,0.650539,-0.314963,-0.548788,-0.499123,5.074006,,
6/2/16,9:20,0.328345,-0.297553,-0.572031,-0.584307,5.412431,,
6/2/16,9:30,0.050585,-0.257741,-0.560315,-0.630067,5.749061,,
6/2/16,9:40,-0.181917,-0.196525,-0.513503,-0.636532,6.082553,,
6/2/16,9:50,-0.367092,-0.115006,-0.432576,-0.601846,6.411233,,
6/2/16,10:00,-0.50476,-0.014359,-0.318759,-0.526136,6.733134,,
6/2/16,10:10,-0.594119,0.104186,-0.173468,-0.410999,7.046066,,
6/2/16,10:20,-0.635578,0.239363,0.001734,-0.257653,7.347685,,
6/2/16,10:30,-0.628975,0.389892,0.205162,-0.068052,7.635577,,
6/2/16,10:40,-0.573279,0.554491,0.43503,0.155449,7.907328,,
6/2/16,10:50,-0.469635,0.731895,0.689473,0.41149,8.160592,,
6/2/16,11:00,-0.319712,0.920864,0.966558,0.697045,8.393135,,
6/2/16,11:10,-0.125451,1.120196,1.264289,1.010762,8.602878,,
6/2/16,11:20,0.110989,1.328729,1.580609,1.349262,8.787911,,
6/2/16,11:30,0.387269,1.545346,1.913401,1.711212,8.946515,,
6/2/16,11:40,0.700903,1.768976,2.260482,2.093569,9.077168,,
6/2/16,11:50,1.049293,1.998593,2.619597,2.493076,9.178556,,
6/2/16,12:00,1.429737,2.23321,2.988425,2.908367,9.249592,,
6/2/16,12:10,1.839447,2.471874,3.364568,3.335339,9.289436,,
6/2/16,12:20,2.275551,2.713658,3.745564,3.772543,9.297532,,
6/2/16,12:30,2.735086,2.957655,4.128896,4.215635,9.273639,,
6/2/16,12:40,3.215003,3.202963,4.511373,4.663062,9.21788,,
6/2/16,12:50,3.712151,3.448683,4.891683,5.110317,9.130773,,
6/2/16,13:00,4.223283,3.693906,5.266623,5.555775,9.01326,,
6/2/16,13:10,4.745046,3.937703,5.633661,5.995616,8.86672,,
6/2/16,13:20,5.273997,4.179123,5.99034,6.426095,8.692954,,
6/2/16,13:30,5.806607,4.417185,6.334318,6.84565,8.49415,,
6/2/16,13:40,6.339289,4.650876,6.663402,7.250082,8.272816,,
6/2/16,13:50,6.868423,4.879147,6.975582,7.638043,8.031694,,
6/2/16,14:00,7.389548,5.100921,7.269071,8.005826,7.77365,,
6/2/16,14:10,7.900824,5.31509,7.54232,8.352438,7.501556,,
6/2/16,14:20,8.397926,5.520529,7.794048,8.675357,7.218173,,
6/2/16,14:30,8.87755,5.7161,8.023244,8.972534,6.92604,,
6/2/16,14:40,9.336598,5.900665,8.229175,9.243683,6.627395,,
6/2/16,14:50,9.772231,6.073105,8.411376,9.487003,6.324119,,
6/2/16,15:00,10.181914,6.232329,8.569637,9.702695,6.017734,,
6/2/16,15:10,10.563452,6.377297,8.703973,9.889775,5.709433,,
6/2/16,15:20,10.915023,6.507039,8.814604,10.048851,5.40016,,
6/2/16,15:30,11.235187,6.620668,8.90191,10.179648,5.090729,,
6/2/16,15:40,11.522895,6.717409,8.966403,10.283039,4.781967,,
6/2/16,15:50,11.777479,6.796611,9.008683,10.359393,4.474875,,
6/2/16,16:00,11.998628,6.857768,9.029405,10.409367,4.170785,,
6/2/16,16:10,12.186355,6.900534,9.02951,10.433906,3.871499,,
6/2/16,16:20,12.340958,6.92474,9.011175,10.434092,3.579396,,
6/2/16,16:30,12.462969,6.930406,8.975154,10.412736,3.297481,,
6/2/16,16:40,12.553099,6.917746,8.922129,10.370916,3.029388,,
6/2/16,16:50,12.61219,6.88718,8.852456,10.309132,2.779305,,
6/2/16,17:00,12.641162,6.83933,8.766733,10.228208,2.551848,,
6/2/16,17:10,12.640638,6.775024,8.665662,10.128463,2.351874,,
6/2/16,17:20,12.609685,6.695288,8.54944,10.010832,2.18425,,
6/2/16,17:30,12.548976,6.601339,8.419039,9.875522,2.053596,,
6/2/16,17:40,12.45945,6.494569,8.274675,9.723655,1.964026,,
6/2/16,17:50,12.342005,6.376532,8.117586,9.555448,1.918898,,
6/2/16,18:00,12.197781,6.248922,7.948129,9.372321,1.920604,,
6/2/16,18:10,12.027154,6.113553,7.767913,9.174635,1.970409,,
6/2/16,18:20,11.831247,5.972333,7.577545,8.964224,2.068363,,
6/2/16,18:30,11.61103,5.827238,7.378727,8.741718,2.213281,,
6/2/16,18:40,11.367592,5.680281,7.173416,8.509442,2.402805,,
6/2/16,18:50,11.102187,5.533487,6.962714,8.268385,2.633532,,
6/2/16,19:00,10.816283,5.388865,6.749305,8.021371,2.901209,,
6/2/16,19:10,10.511603,5.248373,6.534608,7.76977,3.200967,,
6/2/16,19:20,10.190162,5.113895,6.321619,7.516843,3.527582,,
6/2/16,19:30,9.854287,4.987217,6.111987,7.264287,3.875747,,
6/2/16,19:40,9.506633,4.869999,5.908843,7.015648,4.240315,,
6/2/16,19:50,9.150787,4.763754,5.713936,6.772838,4.616522,,
6/2/16,20:00,8.78882,4.669834,5.530015,6.539474,5.000149,,
6/2/16,20:10,8.424888,4.58941,5.359663,6.317519,5.387634,,
6/2/16,20:20,8.062777,4.523463,5.204476,6.11041,5.776114,,
6/2/16,20:30,7.706445,4.472778,5.066962,5.919985,6.163413,,
6/2/16,20:40,7.359948,4.437936,4.948427,5.749251,6.547965,,
6/2/16,20:50,7.027368,4.419319,4.85079,5.599756,6.928705,,
6/2/16,21:00,6.712732,4.417108,4.77497,5.473869,7.304922,,
6/2/16,21:10,6.419927,4.431293,4.722181,5.372726,7.676103,,
6/2/16,21:20,6.152627,4.461682,4.692911,5.297916,8.041778,,
6/2/16,21:30,5.914593,4.507914,4.687696,5.250102,8.401382,,
6/2/16,21:40,5.708039,4.56947,4.707703,5.230022,8.754143,,
6/2/16,21:50,5.536016,4.645694,4.753266,5.238914,9.099004,,
6/2/16,22:00,5.400697,4.735808,4.823768,5.278967,9.434587,,
6/2/16,22:10,5.303779,4.83893,4.918556,5.349853,9.759191,,
6/2/16,22:20,5.246469,4.954093,5.036709,5.451019,10.070819,,
6/2/16,22:30,5.22949,5.080262,5.177127,5.581108,10.367241,,
6/2/16,22:40,5.253874,5.216352,5.338554,5.738988,10.646061,,
6/2/16,22:50,5.320059,5.361242,5.519611,5.923182,10.904803,,
6/2/16,23:00,5.427152,5.513793,5.718812,6.132395,11.140984,,
6/2/16,23:10,5.574407,5.672855,5.934953,6.364155,11.352191,,
6/2/16,23:20,5.760226,5.837282,6.165669,6.616871,11.536134,,
6/2/16,23:30,5.982838,6.005935,6.409579,6.888986,11.690691,,
6/2/16,23:40,6.239768,6.177691,6.664888,7.177508,11.813938,,
6/2/16,23:50,6.529615,6.351444,6.92973,7.480669,11.904164,,
6/3/16,0:00,6.849562,6.526107,7.202158,7.796184,11.959882,,
6/3/16,0:10,7.197036,6.700608,7.480143,8.122207,11.979838,,
6/3/16,0:20,7.568703,6.873891,7.761568,8.455191,11.963023,,
6/3/16,0:30,7.96296,7.044908,8.044692,8.793065,11.908686,,
6/3/16,0:40,8.376275,7.212616,8.326289,9.133674,11.816366,,
6/3/16,0:50,8.805584,7.375966,8.604452,9.473093,11.685918,,
6/3/16,1:00,9.246961,7.533903,8.876741,9.808955,11.517554,,
6/3/16,1:10,9.698529,7.685357,9.140673,10.138253,11.311881,,
6/3/16,1:20,10.156098,7.829237,9.393743,10.458427,11.069929,,
6/3/16,1:30,10.616047,7.964428,9.633456,10.765331,10.793169,,
6/3/16,1:40,11.07386,8.089787,9.857365,11.056397,10.483514,,
6/3/16,1:50,11.527143,8.204145,10.063427,11.328579,10.143289,,
6/3/16,2:00,11.971132,8.30631,10.248725,11.579319,9.775184,,
6/3/16,2:10,12.401734,8.395065,10.411537,11.805004,9.382174,,
6/3/16,2:20,12.814161,8.469183,10.549988,12.003464,8.967417,,
6/3/16,2:30,13.205655,8.52743,10.662436,12.1726,8.534141,,
6/3/16,2:40,13.571482,8.568585,10.747497,12.309803,8.085526,,
6/3/16,2:50,13.907734,8.591445,10.804063,12.413637,7.624585,,
6/3/16,3:00,14.210245,8.594853,10.831335,12.482716,7.154068,,
6/3/16,3:10,14.476575,8.577709,10.828686,12.516035,6.676397,,
6/3/16,3:20,14.703096,8.538996,10.795774,12.513313,6.193633,,
6/3/16,3:30,14.887089,8.477798,10.732705,12.476344,5.707487,,
6/3/16,3:40,15.026071,8.393327,10.639693,12.405502,5.219381,,
6/3/16,3:50,15.118666,8.284941,10.517193,12.301021,4.730545,,
6/3/16,4:00,15.163252,8.152169,10.365558,12.163134,4.242149,,
6/3/16,4:10,15.160407,7.994734,10.186078,11.993003,3.755461,,
6/3/16,4:20,15.11614,7.812564,9.979418,11.791279,3.272005,,
6/3/16,4:30,15.031039,7.605817,9.746149,11.558527,2.793713,,
6/3/16,4:40,14.905717,7.374891,9.488101,11.296625,2.323051,,
6/3/16,4:50,14.740357,7.120434,9.205995,11.006358,1.863101,,
6/3/16,5:00,14.536362,6.843352,8.900416,10.688368,1.417584,,
6/3/16,5:10,14.294085,6.544807,8.573539,10.344976,0.99083,,
6/3/16,5:20,14.015543,6.226222,8.22604,9.976932,0.587673,,
6/3/16,5:30,13.701114,5.889266,7.858494,9.584846,0.213294,,
6/3/16,5:40,13.353259,5.535848,7.473398,9.171385,-0.126991,,
6/3/16,5:50,12.972266,5.168098,7.071482,8.736533,-0.427978,,
6/3/16,6:00,12.560921,4.788348,6.653464,8.283235,-0.684841,,
6/3/16,6:10,12.11937,4.399106,6.222307,7.812334,-0.893391,,
6/3/16,6:20,11.650674,4.00303,5.779027,7.324685,-1.050314,,
6/3/16,6:30,11.154868,3.602895,5.324733,6.823804,-1.153359,,
6/3/16,6:40,10.635311,3.201557,4.863029,6.310918,-1.201474,,
6/3/16,6:50,10.092031,2.801921,4.395442,5.787379,-1.194862,,
6/3/16,7:00,9.528772,2.406904,3.924463,5.257444,-1.134968,,
6/3/16,7:10,8.945705,2.019393,3.451997,4.722937,-1.024384,,
6/3/16,7:20,8.34707,1.642211,2.982528,4.185879,-0.86669,,
6/3/16,7:30,7.733349,1.278083,2.518323,3.651251,-0.666245,,
6/3/16,7:40,7.109373,0.929594,2.061821,3.121486,-0.427933,,
6/3/16,7:50,6.476069,0.599167,1.617851,2.599213,-0.156902,,
6/3/16,8:00,5.838891,0.289026,1.188972,2.089837,0.141702,,
6/3/16,8:10,5.199282,0.001174,0.777837,1.595327,0.462966,,
6/3/16,8:20,4.563255,-0.262625,0.389088,1.121073,0.802407,,
6/3/16,8:30,3.93275,-0.50087,0.02515,0.669868,1.156116,,
6/3/16,8:40,3.314167,-0.712328,-0.311572,0.244547,1.520829,,
6/3/16,8:50,2.709824,-0.896041,-0.617233,-0.150084,1.893954,,
6/3/16,9:00,2.126235,-1.051334,-0.889999,-0.511657,2.273522,,
6/3/16,9:10,1.565902,-1.177804,-1.128141,-0.83787,2.6581,,
6/3/16,9:20,1.035108,-1.27532,-1.329118,-1.12513,3.046666,,
6/3/16,9:30,0.536297,-1.344002,-1.491998,-1.37192,3.438452,,
6/3/16,9:40,0.07515,-1.384213,-1.615811,-1.576855,3.832799,,
6/3/16,9:50,-0.346194,-1.396538,-1.700085,-1.737967,4.229004,,
6/3/16,10:00,-0.723594,-1.381757,-1.744339,-1.85496,4.626201,,
6/3/16,10:10,-1.05363,-1.340825,-1.748789,-1.927019,5.023268,,
6/3/16,10:20,-1.334996,-1.274845,-1.712844,-1.954377,5.41877,,
6/3/16,10:30,-1.564824,-1.185042,-1.636967,-1.935857,5.810943,,
6/3/16,10:40,-1.742491,-1.072733,-1.522362,-1.869875,6.197708,,
6/3/16,10:50,-1.866524,-0.939305,-1.370466,-1.757638,6.576724,,
6/3/16,11:00,-1.936984,-0.786186,-1.183279,-1.600716,6.945447,,
6/3/16,11:10,-1.953716,-0.614822,-0.962022,-1.400971,7.301215,,
6/3/16,11:20,-1.915459,-0.426661,-0.708973,-1.160502,7.641329,,
6/3/16,11:30,-1.822445,-0.223128,-0.42625,-0.88161,7.963128,,
6/3/16,11:40,-1.675915,-0.005614,-0.116607,-0.566759,8.264052,,
6/3/16,11:50,-1.477893,0.224538,0.218682,-0.218544,8.541698,,
6/3/16,12:00,-1.231059,0.466039,0.576753,0.160335,8.793851,,
6/3/16,12:10,-0.937095,0.717658,0.955168,0.567769,9.018507,,
6/3/16,12:20,-0.599086,0.978229,1.350761,0.999555,9.213882,,
6/3/16,12:30,-0.220576,1.246641,1.762286,1.453387,9.378427,,
6/3/16,12:40,0.196647,1.521839,2.186486,1.926246,9.510827,,
6/3/16,12:50,0.64807,1.802812,2.619963,2.415042,9.610016,,
6/3/16,13:00,1.131929,2.088589,3.061425,2.916615,9.675198,,
6/3/16,13:10,1.644163,2.378219,3.507389,3.427737,9.70587,,
6/3/16,13:20,2.180443,2.670768,3.955048,3.945125,9.70186,,
6/3/16,13:30,2.739027,2.9653,4.400842,4.465446,9.66336,,
6/3/16,13:40,3.315459,3.260864,4.843431,4.985342,9.590965,,
6/3/16,13:50,3.905085,3.556489,5.27929,5.501455,9.485688,,
